file_name,try_fixed_smells
85452291617190ef4c5eafc3dc7c3343aa6bdab6.dockerfile,""
855f7a3339151eb1d1d10fe2e87af2734df82789.dockerfile,"use-no-install-recommends"
8570eed18a5f5524f922712c62deb0d3bf1b7152.dockerfile,"have-a-user"
857384b4134806b776d651dace0f6fcab139e506.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
859c6c47968e802013d8b796df7c8b2516e8a92a.dockerfile,"use-no-install-recommends"
85c185cd172eac14b00c17b481652ada3b4027c3.dockerfile,""
85cf08a880e96a0b9662fb955561a6e9383445d7.dockerfile,""
85d1e6956854a3ebadf909aec3287ac051747cf2.dockerfile,"use-no-install-recommends"
85f8f14596104dd113c8d74d6f317493269897d1.dockerfile,"use-no-install-recommends"
861631f583067ef3865c73621c9224844f2a16c5.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
86314dfd1c57d2b4a2613448c731370de45e84de.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
8645e3456903e8422500b2659fcfde61a3e409d8.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
8653d7dc5529cda6e0aea7a84e401f148af1cb9e.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
865882a0c931880ecd0eb945a6e21b582d8746f5.dockerfile,"use-copy-instead-of-add"
8660b92f7a7be821548f95a53ece8c12e085cdff.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
8663cdf419e4fbe5c750dc18bac1a5ebf575eb8e.dockerfile,"use-no-install-recommends"
867013279765126950b8f00c08e6edb4bd647374.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,have-a-user"
8677b1e5740aac9987a7a8cbaf9b448d0fe4414a.dockerfile,"use-no-install-recommends"
86858945e1a2576290ece8a9d3c28b93864e42a5.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
8689389b16c893a3f903bcce3e8ea5659c6e1885.dockerfile,""
868acbf023ae6dd392d214f6935b5aa5ef20df50.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
86a309c5f175a03e89fad552a0d27116568f6464.dockerfile,"use-no-install-recommends"
86b3a0bf260db79028f46bbbd957c38c51dc918f.dockerfile,"use-no-install-recommends"
86c90967cc7cd4534aa4ab1735ca3103a19e3e35.dockerfile,""
86dfe364c5ec47fa0107d79c3ad4ae46e0ccba38.dockerfile,"use-copy-instead-of-add"
86eef38ddad9bf2f47c9c3c300923fb3d611da49.dockerfile,"use-no-install-recommends"
86f932c5ae67bd6d635ea6ec0bdd68a819e93cc9.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
871720d3a4447d991c3f710d769bfacbf46ac83d.dockerfile,"use-no-install-recommends"
873ee016298887510d35e9d8b68da2ef421fdef5.dockerfile,""
876d80935e7829708035a29208ef494c43a189fe.dockerfile,""
8781004c92befe2ede7e836fff7c0ebec5325e66.dockerfile,"use-copy-instead-of-add"
879d1165fcc1a32cccc52439420e9d79c8c94ce6.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
87a05a3e9c79c8dcd37486f61b3cc9d906f02b55.dockerfile,""
87a3772b566a14852a9c151a5ddcbb2be063e4e6.dockerfile,"use-no-install-recommends"
87a5ea6fded3b735ca6bb454d785fe2063b5b745.dockerfile,""
87ad46d6d125f8e32adf3e8d24344f46722dd003.dockerfile,"do-not-use-apt-get-update-alone"
87c2203dd3c9ecce97fa380ba55d6233414f75ba.dockerfile,""
87c24b8eb7cbc4740dfe612ce730280d90c5e03d.dockerfile,""
87c7a190f1476587c866c06ff9fb8e9fff8dab91.dockerfile,"use-copy-instead-of-add"
87ca3117e057558f423b30f0a1db8be3040054cf.dockerfile,""
87e0e66bea3e723db5cce9828ba1192e66a176f8.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
87eab68c3f84bcfba25e18a409a422aa1929d5f8.dockerfile,""
87f5e242223e14779a414542651bef630b73efae.dockerfile,"use-no-install-recommends"
88076d75243ddcd77570cac73b9a8da6368f92ed.dockerfile,""
88090cc2b6d50f6cea8ac021958d36a63fd85538.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
880c2b454139a732647796ea25d4077256f3d2c8.dockerfile,"use-no-install-recommends"
881bad61437e636ead7204bf7f5b1640fbc58523.dockerfile,""
8832ea0a18cfd510fe8286b31c82789cd3192d56.dockerfile,""
88458cd2e03edae19c941a3095a30028866549c1.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
8848e9f4611ed2fee07e12c48e51dbd4b7fa6631.dockerfile,"use-no-install-recommends"
885f9f931f942320c307eed1efa6c695315a19dd.dockerfile,"use-no-install-recommends"
8884bdb13e106f60cfee94dc9415990fa2292d93.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
88917b7f9ea817489b7bb0b1a566973f6593fbc1.dockerfile,"use-copy-instead-of-add"
8894feef0cc75c552f4b0ceeec6d26f832b1a28a.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
8896770c8a58663d844c1fd0430c0bbc6ed7f269.dockerfile,""
889dd32f840a50cf99ed3fc1ab70b47d4951ae49.dockerfile,""
88c839bd8007868a60c569630aacb13b66143695.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
88c9c14ebc447950cf0ac945553531ddd8625140.dockerfile,"use-no-install-recommends"
8906d6bb0df79889da59a0e99c3185472e4d3d8c.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
896b0eef2e7c781241bf243d38feee50cf5634ab.dockerfile,"use-copy-instead-of-add"
896f01aaf6af5538e5ab5c93823258b775f54e7d.dockerfile,""
8971edf6b80c28100926b54ad8655dba79b2abd5.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
897235f4c231878b06a179a736845ee8da331095.dockerfile,"use-no-install-recommends"
899d7f60a72892e34981cc834fce4a9582f618d5.dockerfile,""
89b590019274a0af1c7f899232188076ca0d5ca7.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
89c00236722feadbbea9f07ff3524ee3f1ce1bce.dockerfile,"use-no-install-recommends"
89d33bfdd15d0f90d9b36e0140069c72175d3046.dockerfile,"use-no-install-recommends"
89d384929f89b995fcdb92b45c3b2024db0a1584.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
89fbafd614f05183c32c0d2e9987862e2cb29ff2.dockerfile,"use-copy-instead-of-add"
8a038926912989cb29361f190a92b368f3d5b00b.dockerfile,""
8a08375ce57be039da89d88efe8a653d6414610a.dockerfile,"use-no-install-recommends"
8a1ef5a23f2a56e90576c84a10ac782e2c19d69e.dockerfile,"use-no-install-recommends"
8a361cedec48d2324bd00c646955abd985c3affd.dockerfile,""
8a447da36d323dec618dcad2c2e1fe7898167e2c.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
8a5380033be408862ca2e8f398cabb9ce9560b9b.dockerfile,""
8a6f8f9dbc3145caa379eb642e53af64000bc5bd.dockerfile,"use-no-install-recommends"
8a81ce95bd2a578c5e47c2b0d402338085148dda.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
8a8bbd45c86f8014b7b504060e33aa5e8bf3b44c.dockerfile,"use-no-install-recommends,use-copy-instead-of-add,have-a-user"
8a92cb294779d58ea1edd9644429f2ce3dd3e3b5.dockerfile,""
8a96f06d7db90215d7dd133b8cc40e1e961152df.dockerfile,""
8aa2bfeb2d2fa4601ad64d770aefce0dd7300334.dockerfile,"use-no-install-recommends"
8aa6b550b492904179d4eb9fe68f8a1c420bfbd8.dockerfile,"use-no-install-recommends"
8aaf6e43ea28da6984a95432a859efbe9c35cea1.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
8ab2737b4d8f929fd2f6c887c86b5c3b98ea77bc.dockerfile,"use-no-install-recommends"
8ad6a50d2a6c4f1f96252c5b2e60d00719f1827d.dockerfile,"have-a-user"
8ae0454f201746d91a403f8cfc25cc229bcbca32.dockerfile,""
8af172f5e4c1ac3e28152454493e529883d8ed0b.dockerfile,""
8b07e9197617329663d691a5c4e74ad4d0a7b680.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
8b093bb7d3d25b76e9e43115f1895a24369fc60d.dockerfile,""
8b0e1896f75ad7fa27b4654b71107e4692df47d8.dockerfile,""
8b31f2a210ae0183db4bd3981192e7b11b19d67e.dockerfile,"use-no-install-recommends"
8b44442fa2ae100c1c6f1735cbee535da925a8b1.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
8b48cf9261a3ce8614630521f54509ba7211df6c.dockerfile,""
8b544ded4b9f2882d4dbe40018dc4b4e1a8ccef4.dockerfile,""
8b6ef45238d4191004fa0ebe7511a4ac6d9f0af5.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
8b7ff1c2c08fed10703afa0b21362a4e35df71da.dockerfile,""
8b825c38874ca6e9e66f1ebbc59c244864b42e33.dockerfile,"use-copy-instead-of-add"
8ba60790d1d3b1015510413ecbe3eabeb2d3e438.dockerfile,""
8baab97eb3f0430686aeb6d6716a2cd0c008c82e.dockerfile,""
8bad1fe89efdd2e3db82ef82777278dd80d8a684.dockerfile,""
8bbb3b6a7d27e5c3721e60bb56435515d0666c2e.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
8bc546bd9aeb340baabe9381aa30039a89715a8f.dockerfile,"use-no-install-recommends"
8bf6ddb6babcf388e3d748c3f4e31f7e107b8a9d.dockerfile,"use-no-install-recommends"
8c0b055308f2510787247e822af1722f45307e4b.dockerfile,""
8c26a0e2f94995fb7d1cb82887e808335fe2eada.dockerfile,""
8c33c1cf8ba68ead91b3986a367877f878d50eba.dockerfile,""
8c34e965c6396d63e4ce08dca7fd024e36d6e79d.dockerfile,"use-copy-instead-of-add"
8c35b7ddbcb06f82b227c4525180a19cada03256.dockerfile,"use-no-install-recommends"
8c489cc930dffccc5d47ee16d3cfd2ce1f091709.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
8c4aa8473de96749563420beb195ad547fc8c248.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
8c4c11ec0a1172c1a8b35f7cbaf30e0c6fc1e60e.dockerfile,"use-copy-instead-of-add"
8c4f6a2715841ed497eec7469a211dc15680740a.dockerfile,"use-no-install-recommends"
8c62a174c612f6ed9c82f709cca1a5171d51bf0e.dockerfile,""
8c68fbaa6bb74559ad0aed57e84a30a661770791.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
8c6b756cea40ac3d4b82df5bb9db95e0289fbe0e.dockerfile,""
8c8014982320a43c36a6e77777b5ba25e126cb9f.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
8c832312052671992f07d42966a0b9d594c02b40.dockerfile,"use-no-install-recommends"
8c85cba39820feab8b633896459c540a0868ccaa.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
8c96b750dc643bf9de52a31e35e3a40ca9d44142.dockerfile,""
8caf6c53e6eef34b98123d3b5e13cbdc4a3248a3.dockerfile,""
8cb3b8a91e9bcad1dafaf44b0a3d37303663f970.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
8cb805b85cf22b58c5bfb0fa6e43d0140ea1eb1c.dockerfile,""
8cbe53a0f22d56093eeda83520cf5d019f05828a.dockerfile,"use-no-install-recommends"
8cd8e6bd70968c5defd2358c9b022d67d5681bea.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
8cdebd2153d0a70472561c7fbcbe726e9ae8108c.dockerfile,"use-copy-instead-of-add"
8ce3f36297b1e37739243025f9b906b40dcce86e.dockerfile,""
8cec1b4caa51a889e439832f9e225f4493a175ad.dockerfile,"use-no-install-recommends"
8cf00e9de27a119811b788aaf86bcdb44744861c.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
8cf7923ee44e842fafaf64b5c49ddfb06bbe4c0f.dockerfile,"use-no-install-recommends"
8d0bcf864264c25a9f102ae9c1c7d84a04c062ef.dockerfile,""
8d184a55e7a99f6c9116f333b130e293eb2dea9a.dockerfile,""
8d1ab044e695f732ce4ffa29354be88541dcd173.dockerfile,"do-not-use-apt-get-update-alone"
8d269f6b87db8b46979fe29d8edb7700c0d098ee.dockerfile,""
8d2aa921905c28a369ab51823fd64291411c42c0.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
8d2ff97fb99418d1a8e9d33ad56594c867a046e8.dockerfile,""
8d399b9e669749bf0e938feaf40b8a8a855331b9.dockerfile,"use-copy-instead-of-add"
8d76861b5a94f9a6a8efe8c7603087c9e1ba8099.dockerfile,""
8d7da61ff3cb47d9f1f1889d90c58d4b9667961a.dockerfile,"use-copy-instead-of-add"
8d87fcaf6b5bb413e684d6c6d355274089a64b9d.dockerfile,"use-no-install-recommends"
8d8f4b7cfa2d53a9bef95e94c007072a79b27fbd.dockerfile,""
8d9041f270b000d41d620f7ef48b548816f5510f.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
8d94dffd4f34672cf635d78415c3eae2c140baef.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
8d9762068c3e01ccb467bb0789acad80cd573027.dockerfile,"use-no-install-recommends"
8dc43f40105bd3b4e6fa55acf480cb93ad39d798.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
8dcd2a99f7cc9550e6a7814604914490a2cdd286.dockerfile,""
8ddf51157a70dae71e696eeb5c4a3f4ec47dada7.dockerfile,"use-no-install-recommends"
8e00697d9c4b607cf5124ef752c8ad346573d151.dockerfile,""
8e2205ce52afb330d5ddd5f589894b4019c986be.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
8e48bd2484cedd56223e4cf88f5b2566e76c039a.dockerfile,"use-no-install-recommends,use-copy-instead-of-add,have-a-user"
8e491118b08dbe72493fc4b9ddee234bc1f8ff36.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
8e4ac4930397fef9fad25ff8820dc6cd1752a503.dockerfile,""
8e5816d436b56a0c49d164af8f924fe47198134f.dockerfile,""
8e70a6215b5dda6a7b799e2613df8aa48186271f.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
8e7993bfa680da2c8c247323112416534ba3a4df.dockerfile,""
8e7f821796f1ddb679a402f9d1d42e6c799969cc.dockerfile,"use-no-install-recommends"
8e83c93546f1a617352fa6854114d48700c537a6.dockerfile,""
8e9ab23cecf413998bebc9b0017af1f8fc053a1f.dockerfile,""
8ead2f15ae3b592a0b43c63e5075bb94abc36138.dockerfile,""
8ed97c5249ab8c2e096a55ed9318f57b3c272310.dockerfile,""
8eda30b30c57943412544e1d3b01604048cba5ee.dockerfile,"use-no-install-recommends"
8ef645d8f5d4c25e51864885acfb08c7da21306b.dockerfile,"use-no-install-recommends,use-copy-instead-of-add,have-a-user"
8f0537cdd26cc48df680f73dfbbc655cd5b6cf09.dockerfile,""
8f1dcb89dcc45fe32984aee004c4d20a95e3b59a.dockerfile,""
8f208cd9952581ecb4fc99559a94a7053a87064b.dockerfile,""
8f2213ebc17456af3f71e94930c7b0b1e5c3be6b.dockerfile,"use-copy-instead-of-add"
8f284a457f72029cc8f8d00455106205d3494f04.dockerfile,"use-no-install-recommends"
8f3deb03af3fd9a36eb2e0b52afc05ea02fa0317.dockerfile,"use-no-install-recommends"
8f4ee0424bb9e69cea042b09c9e8448d541ac423.dockerfile,"use-no-install-recommends,use-copy-instead-of-add,have-a-user"
8f500922e879868e6970977217f4b73408261fe6.dockerfile,""
8f6d5f600876a4a73d1b5e6e5a62546648622547.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
8f890e1b2523e362227c388517bc975a4cd8d284.dockerfile,""
8f8ee609c40577136100638322ba74decac8e8ca.dockerfile,""
8faba4c66725d14479b3de95d53e3dc2e49bf875.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
8fb254fa3ec780feeb27220a2bc28a5290288bda.dockerfile,"use-copy-instead-of-add"
8fb80305bc9529783b58aa0a1cbbc027f093b8ff.dockerfile,""
8fd3d3fc2ed7aa87a6614a860c5fe9dcceb9b57f.dockerfile,"use-no-install-recommends"
8fd9eec9315816d3317a6dda7c6eb2df4c8cdaca.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,have-a-user"
8fea97b0a64b2994540db6b6e6611abb22effe71.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
90039a30f09b7f5b074b39757237a04429c8a783.dockerfile,""
900d2526f34d390105b02fea14d273b93f69e39c.dockerfile,""
901f9cceb458be860d2e614b850bb0f2e63cdb52.dockerfile,"do-not-use-apt-get-update-alone"
902707447e2dc92318b9d829fe709e69fded0bfa.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
9052a41b1d11ba74bd59fe07fde0ad163b3f521b.dockerfile,"use-no-install-recommends"
9058a35945157b266d4c2ecfa743af07ff681f60.dockerfile,"use-copy-instead-of-add"
907ef5a2c46607f46f6617f59d4620d472c68949.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
9088cbbcd7053e16e4bebc4152cf44fab042dd65.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
909f0fb1851b70ffa313f56f420aa96922ac330e.dockerfile,""
90aa94c6a2e0652e1aab76db0abf5bb484c53792.dockerfile,"use-no-install-recommends"
90b463d5cab2da8479ff846eb58bd5ae47341530.dockerfile,"use-no-install-recommends"
90b7fb38aa5cda5be3f99cce5a612b39aa83adf1.dockerfile,""
90c109f066a507b8ceb9d250c3600dc9ac2f2ccb.dockerfile,"use-no-install-recommends"
90c6af949eced40de6c719f1f43759c5311bd293.dockerfile,""
90c6d45561ec16391705253bd1cb1aadd23a2190.dockerfile,"use-no-install-recommends"
90d5f730ce6f170f44633f70fdfee85c4d02be29.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
90e2e14e89872467d9f462a93758166be329cd17.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
90ef2aec2a2e8c2209e003a23b6f4ef6da4678a6.dockerfile,""
90f72a226b1daf0d9e73caac13712689f389ba14.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
90f99a679e237e3d613d2f9115f6e5b9859d72f2.dockerfile,""
910b283a29a5c01c8376c606af99b8b72170fff3.dockerfile,""
910d34e63e2a1b6747dfdbe93b98741f86a2f5a7.dockerfile,"use-no-install-recommends"
911fcdef6ba7eb565abbdd64591a4750a2e8d2f8.dockerfile,"use-no-install-recommends"
915efc878344de7c8fae6e33d36a27e64f761998.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
915f0ac6817f2f3bae57b09a3ad66bc52ac15d6b.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
91694dad76148b3507c24ea42bf1a2f7214ea194.dockerfile,""
91779dcef1b2298b5bf496cd36c13356f7f27c68.dockerfile,""
917fdffa58dc856405061c8610ce55121ff0dcdf.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
9198442657e1dcf0771a4e38583dafc8fa9e87a6.dockerfile,""
91af988e3d8e9de55a92ca65785b4054f3cfe689.dockerfile,"use-copy-instead-of-add"
91b953eefaec7f0c2f1fd198a3ac7f71f785e23f.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
91cb01879b551c919fee1884cec1867c149f7b72.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
91dde690b260e37313177996a3a9c9232e52da9a.dockerfile,""
91e0c84e0d6115d26f85f7075100b0bbd9c0e96a.dockerfile,"use-no-install-recommends"
91e4e125c232dd8afbba541e788f6d1e5a9b2da4.dockerfile,""
91f73ffa1dfc49d4d1f241ab1078e63b1a48ff9a.dockerfile,""
91ff5eb7d40a8ade73ebb8752a60f202e0d72810.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
91ff689c744ee1097252c0ca5db316faceeeeb85.dockerfile,""
91fff0f085831262621f9862d38b5e73f69ffbc2.dockerfile,""
923ddc9f936d1deef98afb60439aad9804635a32.dockerfile,"use-no-install-recommends"
924a56fee7a835516d558949bf536d76f3dd60e7.dockerfile,"use-no-install-recommends"
9262f6db3a9b2323f733aef2c97858dc66341dcf.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
9269d52b7505d2efb6f39736ddc27cbdd8d7b959.dockerfile,"use-no-install-recommends"
9269fed34ef1717ad4dba047e0d3d69c1ab960cb.dockerfile,""
927d1f357831fb435335452936c354100b010643.dockerfile,""
928eaa2dda2f71f35545e999f0b9db237c52de9a.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
9295f19b7c73701cb30028ff56ad15a84293df67.dockerfile,"use-no-install-recommends"
92a9d2bd3346042c3357cd336e2bbabeec86554d.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
92b6a29144c5254a117a9ed4967eed9a4a394ea5.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
92c04e15897d2771ecec3132675d6ebb7697a686.dockerfile,""
92c3ec00ba134c896604aba02377348c0269b19f.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
92cd0099078951fe6a355375dcee14a08ec3e34b.dockerfile,"use-no-install-recommends"
92d38e3606884da32d0054d6ad76ad6ec658c43b.dockerfile,""
92d59734957343ac45603230ef18cc8651826c94.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
92df6a3cb1699e1fb35c5e776f57728456d30392.dockerfile,"use-copy-instead-of-add"
92e67cb1069bb8dfb063d36261b55da79184a588.dockerfile,""
92f6805c28514252c447ee196311213f1f26a62b.dockerfile,""
93444a502e33942386485fae26370126a7865e0f.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
935fe6457daa80a4725e0e2bcd21db4bdd37cc8f.dockerfile,""
937132d9e7f91c930f238bd0016a33ad5cc6ce94.dockerfile,"use-no-install-recommends"
9371a734e181286b7f6837e9fed29e4e0ae725cb.dockerfile,"use-no-install-recommends"
9375700168deabcca87424ccbd4ec45c15344de0.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
9377c0b1cda9a2c59fef745d4085fcdcf226ab2b.dockerfile,""
93844aa4e8fac51f6e935dda00930cd7e0f6e780.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
93bd891dcda5baf8173f91cf8f57942b477d5280.dockerfile,""
93be837d66ab91f7db26f81b5cff6485ab4c7c82.dockerfile,""
93f80df8260ea87b2d619fd5d54f47a99f4643d9.dockerfile,""
9404449d38461e92473e80376bb225ec89413576.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
94141878ea5021937a0ec1455db6ba35a8c8d887.dockerfile,""
94172dfc344d26b7544312527890ea81fec049d0.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
941b4bb4272aca703dc34acb32939584bf9d2234.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
94294328841c76e4d3774afcce619a7a84299c8b.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
94329dcda7cc91a9c5bfc0ecec24823597e39f65.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
9439c3b000a5c740160c2b1d49347f678101f08d.dockerfile,""
9446f910fea89ad173dd5769c9f94c2f29901a92.dockerfile,""
94554a5cc3ee9657b3bf3009db19e4a3cc9d9641.dockerfile,""
9455e93cefab6e372b96c2225bb7094241e3f795.dockerfile,""
94600a2be08ad3401ae1eab9c3660900505da6cf.dockerfile,""
9465586611e9a97d22af79a680ad38795c57e8f4.dockerfile,"use-no-install-recommends"
9476574c8ae41d9557d9ba30dd601ffaaadb5f19.dockerfile,"use-no-install-recommends"
9492b4c86c948f556f08174ac9718ed1fdfb9fde.dockerfile,""
9495f605dda2d8d1da4225d654872d39d55d3c29.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
94b00aed587f8cf766a9f54b32e48fa9edd33410.dockerfile,"use-no-install-recommends"
94b7f44e1b80c0934c218cab79834501556a0b60.dockerfile,""
94c37b3f6311558ef5a9197b8b55f6faaaa61f9f.dockerfile,"use-no-install-recommends"
94c3c6131c48c362009ad416ebbeb1cd1dbdd83d.dockerfile,""
94d9a4c3c78d16e84649f0a321883b56309c68eb.dockerfile,"use-no-install-recommends"
94e3147438dff98abb7402820d27291ed941ca72.dockerfile,"use-copy-instead-of-add"
9515ea6b842bc4197805f7116af932a921242e0f.dockerfile,""
951a333fd2505845cad05dae3a09fa56c89a8f09.dockerfile,"use-no-install-recommends"
951c0cf7f5fc2c0e8f5ff7677c28084a6afc0616.dockerfile,""
952560fa3ff42ef0a33246d3e7a31b9b1231b053.dockerfile,"use-no-install-recommends"
952b062189e410b05fbaa38b0eb3f832796b0f41.dockerfile,""
9558601360283c21846c8b45da202272bedfa82b.dockerfile,"use-no-install-recommends"
9562580eb51a7198211322b621a9cb3249f2bcb9.dockerfile,""
9562c4261f8da23b6f683d68dfc7ab03a4a745d1.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
956303039216061dae92386f15408f78c6724f79.dockerfile,""
9568b7bb2effc7a9eaee1f20157cf0f1a0c0e83b.dockerfile,""
95806241dced98c9dfaaf53bcd4ea203dad55b22.dockerfile,""
95844e7675a74bb96c1f9fa6c852a255354fc466.dockerfile,"use-no-install-recommends"
9585fb26c798fc209ef7cd878a3bbdc3e0e5c149.dockerfile,"use-no-install-recommends"
958b2e8c85c98087d6898aff82c1180df4c59d9a.dockerfile,""
95980a1590f869ed88e646fb8b0007a436f4f369.dockerfile,""
95a3cbef7d64be9e53c7c2b2499b451913b1d2b2.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
95ab8853ce6ed70e101fca1c57fdc5a17e5ee2bb.dockerfile,""
95b97be82b39caf69bea0da0d4e8f2596ac4dbe1.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
95bdc78587844cf7de4e74bae379342fd2804dd9.dockerfile,"use-no-install-recommends"
95be1be1559e071d5c7ec99ef754d5d04ca2fdda.dockerfile,"use-no-install-recommends"
95c0930a11fd06ed3a03bc6920e7ce3cc94bf3ef.dockerfile,"use-no-install-recommends"
95ea881a19c28094aa32a245c4ab146e7eb84fe2.dockerfile,"use-no-install-recommends"
95f3919d7fef28df12d1c4116c85768e0addfd8c.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
9625058b20d6c9df711bb403dbb89e78b56e6e1a.dockerfile,"use-no-install-recommends"
96428956c1b6eb06731727b60f50459bda2e20e5.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
9644c9cb9504a9460f5274da2e10dc37fb6e5a29.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
964ca6630020368f771a9f323e34f485313ea2c2.dockerfile,""
965be9779143b2c1518c786702744394a68be0c6.dockerfile,""
9667a0d06e629fdd4a146294b7e3e92ddd704526.dockerfile,"use-no-install-recommends"
9681d334eba36ef950f8aa7ab8118c9c46fc87c8.dockerfile,"use-copy-instead-of-add"
969a6f119fb3e4b29979b0db10a1fc12a8e85180.dockerfile,""
96a6b8d866309b65650ff3def778fa636c685a61.dockerfile,""
96b9e6899e5fc00fc478d60f6e909a984b9d7006.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
96c98cfb7dc9dcc32a39b44e480cc7b12340a242.dockerfile,""
96e2d1704233e8c7927828613ee48402ba50b415.dockerfile,"use-no-install-recommends"
96eb7aaa1ae64b38c9062c65d78bc08f75bad9de.dockerfile,""
